Sala: 204 Predio: CAA Capacidade: 55 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 203 Predio: CAD Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 205 Predio: CAD Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 305 Predio: CAD Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 405 Predio: CAD Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 101 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 102 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 103 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 108 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 109 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 201 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 208 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 301 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 303 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 308 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 401 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 403 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 407 Predio: CAD Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



